tweet_text,cyberbullying_type,word_count,cleaned_text,label
"tw // sexual harassment

WONG EDAN https://t.co/0avVXYhHvs",Sexual Harassment,7,"tw  sexual harassment

wong edan",3
"Ubisoft Singapore under investigation by fair employment watchdog over allegations of sexual harassment, discrimina… https://t.co/5rI7bozl75",Sexual Harassment,15,ubisoft singapore under investigation by fair employment watchdog over allegations of sexual harassment discrimina,3
"tw // sexual harassment

this is what the ""did you got the message about her?"" tweets are about! https://t.co/66WCs181Xg",Sexual Harassment,19,"tw  sexual harassment

this is what the did you got the message about her tweets are about",3
Nicki Minaj Accused Of ‘Intimidating’ Kenneth Petty Sexual Assault Victim In New Lawsuit https://t.co/rqpOVNLFzY via @HollywoodLife,Sexual Harassment,16,nicki minaj accused of intimidating kenneth petty sexual assault victim in new lawsuit  via,3
The Singapore office of video game developer Ubisoft is under investigation by the country’s national fair employme… https://t.co/j5v5KSVk1o,Sexual Harassment,18,the singapore office of video game developer ubisoft is under investigation by the countrys national fair employme,3
"🌅 #GodMorningTuesday
STOP WATCHING MOVIES!
Movies are the instigators of sexual harassment.

""Kindly Visit  SANT RA… https://t.co/LgDMVQDVOR",Sexual Harassment,17,"stop watching movies
movies are the instigators of sexual harassment

kindly visit  sant ra",3
A post about client sexual harassment https://t.co/X0E0HnuSJF,Sexual Harassment,7,a post about client sexual harassment,3
Following a Kotaku investigation of the French video game giant's Singaporean outpost https://t.co/3jNzHUVk7J,Sexual Harassment,13,following a kotaku investigation of the french video game giants singaporean outpost,3
"@OgbeniDipo Many of these kids do not know anything about the law. They cannot differentiate between libel, defamat… https://t.co/X9Y95OYQKn",Cyberstalking,19,many of these kids do not know anything about the law they cannot differentiate between libel defamat,0
It does not make sense. There are no activists supporting Ms Akhtar's malevolence. Since 2.5 years Ms Akhtar alread… https://t.co/8DVxqgGqGz,Cyberstalking,20,it does not make sense there are no activists supporting ms akhtars malevolence since 25 years ms akhtar alread,0
@heatherhasideas It protects them if they get flagged for cyberstalking.,Cyberstalking,10,it protects them if they get flagged for cyberstalking,0
gonna start cyberstalking people to find out what their home town is so every time they state an opinion i can go l… https://t.co/JZq6iRXa1L,Cyberstalking,24,gonna start cyberstalking people to find out what their home town is so every time they state an opinion i can go l,0
if you're still cyberstalking me I hope you know what you did deeply affected me. You're a bad person. (This isn't… https://t.co/UZwE1YIyRc,Cyberstalking,22,if youre still cyberstalking me i hope you know what you did deeply affected me youre a bad person this isnt,0
"I hereby REPORT this woman for abusing my gadget letter, cyberstalking, discrimination and network corruption. Clic… https://t.co/vx4FragQtw",Cyberstalking,17,i hereby report this woman for abusing my gadget letter cyberstalking discrimination and network corruption clic,0
"Cyberstalking is a crime punishable with an imprisonment which may extend upto 3 years and fine.

This post is pure… https://t.co/le9NsRuB3j",Cyberstalking,21,"cyberstalking is a crime punishable with an imprisonment which may extend upto 3 years and fine

this post is pure",0
"@rkyncl I've been the victim of harassment, hate speech, cyberbullying, &amp; cyberstalking on youtube that has gone on… https://t.co/y3V4oNqhpu",Cyberstalking,19,ive been the victim of harassment hate speech cyberbullying amp cyberstalking on youtube that has gone on,0
"This the ""French"" version of the above tweet. It does not make any sense for French people. When you have a legal i… https://t.co/Pb2k9YOzQm",Cyberstalking,24,this the french version of the above tweet it does not make any sense for french people when you have a legal i,0
I want you to do your job and investigate why my life is STILL being ruined by harassment and cyberstalking,Cyberstalking,20,i want you to do your job and investigate why my life is still being ruined by harassment and cyberstalking,0
say when everyone is ip stalking me and cyberstalking anf eeding in my games right i just go to find ppl who went t… https://t.co/mkBjSsphh3,Cyberstalking,25,say when everyone is ip stalking me and cyberstalking anf eeding in my games right i just go to find ppl who went t,0
@woacbofficial I wonder how a judge will see this? I mean he got a 2 year HRO for harassment/cyberstalking. When th… https://t.co/x4y7AMjvas,Cyberstalking,22,i wonder how a judge will see this i mean he got a 2 year hro for harassmentcyberstalking when th,0
"@Aushiker Please stop.

I have no wish to engage with an angry Incel like you.

I have reported your account for ta… https://t.co/CjwjT3hMC9",Cyberstalking,23,"please stop

i have no wish to engage with an angry incel like you

i have reported your account for ta",0
@munchinbamboo @PickBattles Rick also sued the stat of Washington claiming that cyberstalking was his constitutiona… https://t.co/dUZPLiMwn6,Cyberstalking,16,rick also sued the stat of washington claiming that cyberstalking was his constitutiona,0
@sapnapscameltoe and then the “racist comments” in questions are him making a poor taste joke or something. i’ve se… https://t.co/kgRY8HicUJ,Cyberstalking,20,and then the racist comments in questions are him making a poor taste joke or something ive se,0
"Having a job sucks, I miss cyberstalking former That Guy With The Glasses content creators for 12 hours a day",Cyberstalking,20,having a job sucks i miss cyberstalking former that guy with the glasses content creators for 12 hours a day,0
"Man gets 12 years in cyberstalking, child pornography case - https://t.co/J8HzAPyRXl https://t.co/fkH3heJoGb… https://t.co/2cBMH1ERh4",Cyberstalking,13,man gets 12 years in cyberstalking child pornography case,0
#Barbz @NickiMinaj is not going to prison for you! She gone blame it on you! Cyberstalking is a criminal offense un… https://t.co/8cpQpsG1u5,Cyberstalking,22,is not going to prison for you she gone blame it on you cyberstalking is a criminal offense un,0
#StopInhumanityStopCybercrimes #cyberstalking @indiannavy @sanjeevthomas Attitude 109: VR touch transmission is a v… https://t.co/th6e302p2u,Cyberstalking,13,attitude 109 vr touch transmission is a v,0
#StopInhumanityStopCybercrimes #cyberstalking @vikramsarath @sanjeevthomas @InformaPLC Attitude 108: Vulnerable vic… https://t.co/JKf7j51Yf8,Cyberstalking,10,attitude 108 vulnerable vic,0
#StopInhumanityStopCybercrimes #cyberstalking @JustinWelby @vikramsarath @sanjeevthomas Attitude 107: Chastise is s… https://t.co/lKJbTJbOyF,Cyberstalking,11,attitude 107 chastise is s,0
"If you don't know what that is, Kiwifarms is a website where people talk about people they dont like. Then basicall… https://t.co/ZCqDrwbMIt",Cyberstalking,22,if you dont know what that is kiwifarms is a website where people talk about people they dont like then basicall,0
"@jamesfactora i find that i am often dehumanized to a point where i am merely a target of projection, so people do… https://t.co/3DIb54ouhQ",Cyberstalking,23,i find that i am often dehumanized to a point where i am merely a target of projection so people do,0
Hey Tracie @equalityfromgov why can't you stop cyberstalking? https://t.co/ekcp31ILu0,Cyberstalking,9,hey tracie  why cant you stop cyberstalking,0
https://t.co/hnfeqA4oAX police file number 20225064 sane as one charged in Tyler Delane cyberstalking abuse no news… https://t.co/NUSNEgoZpe,Cyberstalking,17,police file number 20225064 sane as one charged in tyler delane cyberstalking abuse no news,0
Police case number 20225064 Tyler Delane had same abuse from the CyberStalking abuse he had for three years and the… https://t.co/wt2ApvIcwK,Cyberstalking,21,police case number 20225064 tyler delane had same abuse from the cyberstalking abuse he had for three years and the,0
@gina_scooter tumblr's lasting contribution to the internet will be normalizing cyberstalking and anon chan culture… https://t.co/qZm7aXXrme,Cyberstalking,16,tumblrs lasting contribution to the internet will be normalizing cyberstalking and anon chan culture,0
"I don't know who needs to hear this, but no tech support agent needs to hear that your inability to either understa… https://t.co/hxrxZedcIz",Cyberstalking,23,i dont know who needs to hear this but no tech support agent needs to hear that your inability to either understa,0
@amalia_grayson Former friend thinking I cyberstalking him when I live far away from him,Cyberstalking,14,former friend thinking i cyberstalking him when i live far away from him,0
"*Persistently Gaslighting/Gangstalking people. 
*Falsely labelling people as mentally ill. 
*Cyberstalking people o… https://t.co/x1NTgPmnZB",Cyberstalking,13,"persistently gaslightinggangstalking people 
falsely labelling people as mentally ill 
cyberstalking people o",0
"Should all off-campus crimes that impact a students' education, including but not limited to, sexual assault, cyber… https://t.co/EAIj8cGUgm",Cyberstalking,18,should all offcampus crimes that impact a students education including but not limited to sexual assault cyber,0
@LovelyLiberals @HillaryClinton @malcolmkenyatta And it sounds like you are absolutely a victim of cyberstalking!,Cyberstalking,14,and it sounds like you are absolutely a victim of cyberstalking,0
@LovelyLiberals @HillaryClinton @malcolmkenyatta Some jerk is STILL messing with you after two years? If that’s wha… https://t.co/bw5E3ZLg9K,Cyberstalking,17,some jerk is still messing with you after two years if thats wha,0
@Joey_Pega Bruh how could they??? They spend all their time fuckin cyberstalking someone who doesn’t even know they exist. Beyond pathetic,Cyberstalking,21,bruh how could they they spend all their time fuckin cyberstalking someone who doesnt even know they exist beyond pathetic,0
"@HappyGu92658735 @BucknersLegs @Jen_Royle Nah, just wondering why you're cyberstalking?",Cyberstalking,9,nah just wondering why youre cyberstalking,0
Nashville Lawyer Terrorized Her Ex With Insane Cross-Country Stalking Campaign: FBI https://t.co/0fDdQZkv27 via @thedailybeast,Cyberstalking,14,nashville lawyer terrorized her ex with insane crosscountry stalking campaign fbi  via,0
@TheNostalgicCo @gingerbrigade1 Or she reports you for cyberstalking because internet obsession is real and scary as fuck,Cyberstalking,17,or she reports you for cyberstalking because internet obsession is real and scary as fuck,0
"""Ah but see, it's a bunch of bad apples who merely *interpreted* what they *thought* to be the wish of the CEO"" https://t.co/c0ZXgJn5Wn",Cyberstalking,23,ah but see its a bunch of bad apples who merely interpreted what they thought to be the wish of the ceo,0
"why am I unblocked ? 
on multiple account(s) that you have messaged on before. If I’m cyberstalking you",Cyberstalking,18,"why am i unblocked  
on multiple accounts that you have messaged on before if im cyberstalking you",0
My cyberstalking skills are unmatched 💯💯💯,Cyberstalking,6,my cyberstalking skills are unmatched,0
Great resource for victims of cyberstalking —-&gt; Internet Crime Complaint Center(IC3) | Home Page https://t.co/PJ8rdW9qWT,Cyberstalking,15,great resource for victims of cyberstalking gt internet crime complaint centeric3  home page,0
@biigcel It was just that serious . Stop calling you having the same @ name as IG cyberstalking,Cyberstalking,18,it was just that serious  stop calling you having the same  name as ig cyberstalking,0
"(deranged tweet) (crack) 

Crypt0, cyberstalking Nik: what got gibraltar hung up over this aging twink –

Search re… https://t.co/VYlwdHQUbQ",Cyberstalking,19,"deranged tweet crack 

crypt0 cyberstalking nik what got gibraltar hung up over this aging twink 

search re",0
@kaeyabrainworms Yes it’s the amogus imposter 😣😣 he’s cyberstalking me,Cyberstalking,10,yes its the amogus imposter  hes cyberstalking me,0
@LeenzaCat if it was something long ago. and I clearly am not the same person. no LMAO. they'd have to be cyberstal… https://t.co/TrgaO5vRtQ,Cyberstalking,23,if it was something long ago and i clearly am not the same person no lmao theyd have to be cyberstal,0
@brat2381 I love this cyberstalking free bird app,Cyberstalking,8,i love this cyberstalking free bird app,0
@tpwk47 @pjb438 @craigsfire @CeeGeeThree2 @AbogadoJDL @Frog_O_War @MaxNordau @CLR78253 @BadLegalTakes I’m talking a… https://t.co/ZJDODYPYaF,Cyberstalking,13,im talking a,0
"Bringing this back, and leaving this form here to report Kiwifarms for cyberstalking and doxing.… https://t.co/OK4JJwfn08",Cyberstalking,16,bringing this back and leaving this form here to report kiwifarms for cyberstalking and doxing,0
ALL OF A SUDDEN SINCE JULY AUGUST NOW THEY HAVE BEEN FAMILY MICROSOFT CYBERSTALKING HAS BEEN PUMMELING ME WITHOUT M… https://t.co/EwjFLD7vC0,Cyberstalking,21,all of a sudden since july august now they have been family microsoft cyberstalking has been pummeling me without m,0
@comradecamgirl yeah there’s a big difference between using social media to make ppl aware of why casting him isn’t… https://t.co/xp6fRBP2ps,Cyberstalking,20,yeah theres a big difference between using social media to make ppl aware of why casting him isnt,0
https://t.co/qP9YbxYtBG Remember her?,Cyberstalking,3,remember her,0
"@ShiraishiEna you shouldnt even have to have her cyberstalking you ena, its not morally ok",Cyberstalking,15,you shouldnt even have to have her cyberstalking you ena its not morally ok,0
Nashville Lawyer Terrorized Her Ex With Insane Cross-Country Stalking Campaign: FBI https://t.co/3dUhZyyn5Y via @thedailybeast,Cyberstalking,14,nashville lawyer terrorized her ex with insane crosscountry stalking campaign fbi  via,0
I won't lie and say that the response has been all good. I know I've been talked about a LOT in various Discords an… https://t.co/LXHmIDJH4q,Cyberstalking,25,i wont lie and say that the response has been all good i know ive been talked about a lot in various discords an,0
"If you think avoiding me, not talking to me, and isolating me, illegally cyberstalking me and harassing me is a gre… https://t.co/8fL5znW4hN",Cyberstalking,22,if you think avoiding me not talking to me and isolating me illegally cyberstalking me and harassing me is a gre,0
@FearfulPanda15 THAT'S EVEN WORSE!!! THAT'S LITERALLY HARASSMENT AND CYBERSTALKING!!! Who is this person passing my… https://t.co/wVhIwC4Vti,Cyberstalking,16,thats even worse thats literally harassment and cyberstalking who is this person passing my,0
Read this article on former eBay employee sentenced to federal prison for harassing a couple who dared criticize eB… https://t.co/mQMGDTq0vU,Cyberstalking,20,read this article on former ebay employee sentenced to federal prison for harassing a couple who dared criticize eb,0
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp https://t.co/AGPBCQMmip",Cyberstalking,14,how to tell if youre being stalked online on instagram facebook and whatsapp,0
@FullmetalTheist You mean Cyberstalking? I doubt the government would do anything,Cyberstalking,11,you mean cyberstalking i doubt the government would do anything,0
"When you see a @MDSP Trooper in your rear view mirror and start to sweat, just remember, there’s a child predator o… https://t.co/fcLCqOiHF4",Cyberstalking,23,when you see a  trooper in your rear view mirror and start to sweat just remember theres a child predator o,0
Cyberstalking is when someone misuses the internet &amp; other technology to stalk &amp; harass someone. Stalker will conta… https://t.co/gKB8OYJ33p,Cyberstalking,19,cyberstalking is when someone misuses the internet amp other technology to stalk amp harass someone stalker will conta,0
hoy bakit ganun sa tiktok? bakit nila ineexpose yung address ni deanna? I hope u guys are aware na this may fall un… https://t.co/j9lgXnpffo,Cyberstalking,24,hoy bakit ganun sa tiktok bakit nila ineexpose yung address ni deanna i hope u guys are aware na this may fall un,0
#cybersecurity #crimestoppers case file number 20225064 and Tyler Delane had same cyberstalking abuse same people i… https://t.co/5gp0OluMYZ,Cyberstalking,17,case file number 20225064 and tyler delane had same cyberstalking abuse same people i,0
"#CyberTerrorism Awareness PSA by Michael Nuccitelli, Psy.D. #iPredator NYC – Educational #Cyberpsychology… https://t.co/CnstvEZdUI",Cyberstalking,13,awareness psa by michael nuccitelli psyd  nyc  educational,0
"#CyberTerrorism Awareness PSA by Michael Nuccitelli, Psy.D. #iPredator NYC – Educational #Cyberpsychology… https://t.co/waKrrBKsbO",Cyberstalking,13,awareness psa by michael nuccitelli psyd  nyc  educational,0
"REASON FOUR:
This one isnt actually a reason i dont think but. Y'know. I dont actually know how that tweet was foun… https://t.co/mQ5UD5dKWT",Cyberstalking,23,"reason four
this one isnt actually a reason i dont think but yknow i dont actually know how that tweet was foun",0
"omarosa moon thinks i shouldnt talk about kjp anymore,
ok...
ill stop talking about the people who dox, attack, and… https://t.co/TMPoKvzPoC",Cyberstalking,21,"omarosa moon thinks i shouldnt talk about kjp anymore
ok
ill stop talking about the people who dox attack and",0
"This woman is a piece of work. AKA a whack job.

DeSantis’ press secretary enters criminal plea deal for cyberstalk… https://t.co/MG4cqVvRZv",Cyberstalking,21,"this woman is a piece of work aka a whack job

desantis press secretary enters criminal plea deal for cyberstalk",0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/A71ySNY61b,Cyberstalking,13,desantis press secretary enters criminal plea deal for cyberstalking whistleblower via,0
"Anyway, leave authors alone and if you admit to cyberstalking them it certainly doesn't make them look bad, it make… https://t.co/qqOFwPqTEy",Cyberstalking,21,anyway leave authors alone and if you admit to cyberstalking them it certainly doesnt make them look bad it make,0
"One would say I'm a ""struggling creator"" because Kelly and the girls are going around cyberstalking and maliciously… https://t.co/XQ8TV58p5Y",Cyberstalking,19,one would say im a struggling creator because kelly and the girls are going around cyberstalking and maliciously,0
"Have to wonder if #socialmedia providers like Facebook have grown so big &amp; powerful, &amp; preoccupied with making mone… https://t.co/uu2E1wFLk8",Cyberstalking,20,have to wonder if  providers like facebook have grown so big amp powerful amp preoccupied with making mone,0
"@C_197HERETIC @DHTDillinThomas So wait, your pretty much using Chris' images and comics for your own gain, but when… https://t.co/l6twWSiYJo",Cyberstalking,19,so wait your pretty much using chris images and comics for your own gain but when,0
"ICYMI: UK man arrested in connection with massive Twitter hack, alleged cyberstalking

https://t.co/XiYSg4Ta4b https://t.co/T0h1BFSE9b",Cyberstalking,14,icymi uk man arrested in connection with massive twitter hack alleged cyberstalking,0
It WILL be us in the end; NOT your ex-wife or current plaything/s or psycho obsessed cyberstalking fangirl/s. @ Sio… https://t.co/UJa7SwARJn,Cyberstalking,21,it will be us in the end not your exwife or current playthings or psycho obsessed cyberstalking fangirls  sio,0
"@jmasseypoet @Brianhipp @charlescwcooke I don’t want anything to do with her, but you’re right, people shouldn’t be… https://t.co/xV1SJM12YS",Cyberstalking,18,i dont want anything to do with her but youre right people shouldnt be,0
@HelenaGFiorenza @DHTDillinThomas @ItsAllSoUgly At least we did not participate in cyberstalking,Cyberstalking,11,at least we did not participate in cyberstalking,0
@DHTDillinThomas @ItsAllSoUgly Dillon you’re using Chris’s image in your comics and most of your vids are cyberstal… https://t.co/E9IPJmZ6Ys,Cyberstalking,18,dillon youre using chriss image in your comics and most of your vids are cyberstal,0
"@realWallyB I already sent you the c&amp;d via dm. It's 100% real. I will send him this tweet too, cyberstalking is a c… https://t.co/rHzR2ElPyC",Cyberstalking,24,i already sent you the campd via dm its 100 real i will send him this tweet too cyberstalking is a c,0
Seek out a therapist instead of cyberstalking,Cyberstalking,7,seek out a therapist instead of cyberstalking,0
"//confirmed
Press secretary @ChristinaPushaw was accused of criminally violating a Maryland court order to cease co… https://t.co/nE0MVQBPh9",Cyberstalking,17,"confirmed
press secretary  was accused of criminally violating a maryland court order to cease co",0
"Nah, I'm going to call the FBI and throw some folks in jail. Just like they were going to do to me with all that ""p… https://t.co/tPLjxjNEmb",Cyberstalking,27,nah im going to call the fbi and throw some folks in jail just like they were going to do to me with all that p,0
"@4ntiTak3s Okay, but the thing is, though: you can't just ""close ur phone"" when people are cyberstalking you and sp… https://t.co/EoFIUhXKlT",Cyberstalking,21,okay but the thing is though you cant just close ur phone when people are cyberstalking you and sp,0
"I wrote this back Bauer's cyberbullying in 2019: ""Because of his actions, the affair escalated from a rude exchange… https://t.co/aks6yDQtw3",Cyberstalking,20,i wrote this back bauers cyberbullying in 2019 because of his actions the affair escalated from a rude exchange,0
@lubufra @likeluke Probably this: https://t.co/oTmhYaDUAW,Cyberstalking,5,probably this,0
"@SmallRedOne An obsessional user continue to fixate on me, after sending 100s of messages about me, clearly falling… https://t.co/KEaF1IjiBK",Cyberstalking,19,an obsessional user continue to fixate on me after sending 100s of messages about me clearly falling,0
They've been shouting about ridiculous Anglia Ruskin University and how the occupants of No 25 and other ridiculous… https://t.co/KyWjCSCBUk,Cyberstalking,19,theyve been shouting about ridiculous anglia ruskin university and how the occupants of no 25 and other ridiculous,0
"Panel asks Home Ministry #India to add cyber porn, blackmail, stalking/bullying (particularly against women and chi… https://t.co/5OoWdR9K8r",Cyberstalking,17,panel asks home ministry  to add cyber porn blackmail stalkingbullying particularly against women and chi,0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/HL2upqY90y,Cyberstalking,13,desantis press secretary enters criminal plea deal for cyberstalking whistleblower via,0
Join YouTube live https://t.co/uhgiWwC90z to watch amazing women developer creating amazing solutions in tackling a… https://t.co/Bu9hWu1TAH,Cyberstalking,16,join youtube live  to watch amazing women developer creating amazing solutions in tackling a,0
#StopInhumanityStopCybercrimes #cyberstalking @bishopSarahM @HonJulieBishop @DrCatherineBall @theresa_may Attitude… https://t.co/eMy0zYTCk6,Cyberstalking,8,attitude,0
The Women's Online Safety Hackathon is starting soon! I'll be one of the judges assessing the solutions the women a… https://t.co/R0kgmW58iI,Cyberstalking,21,the womens online safety hackathon is starting soon ill be one of the judges assessing the solutions the women a,0
"Anyways, all this cyberstalking shit is hurting my brain. I'm going to bed, way to damper my mental state.",Cyberstalking,19,anyways all this cyberstalking shit is hurting my brain im going to bed way to damper my mental state,0
"told about are):
REALITY World: Bullying / Stalking
VIRTUALITY World: Cyberbullying / Cyberstalking
REALITY World:… https://t.co/dZQ8PWqClB",Cyberstalking,16,"told about are
reality world bullying  stalking
virtuality world cyberbullying  cyberstalking
reality world",0
"I'll just say, if you're reading this (and you know what you've tweeted), this is your final warning. Interact with… https://t.co/TcQdEWjfqp",Cyberstalking,21,ill just say if youre reading this and you know what youve tweeted this is your final warning interact with,0
NB I have no issue whatsoever with seahorse being anonymous. I’d be a hypocrite if I did. But her content is clearl… https://t.co/abQ5X6klLa,Cyberstalking,23,nb i have no issue whatsoever with seahorse being anonymous id be a hypocrite if i did but her content is clearl,0
"I was on the receiving end of the 'mild' side of this subculture from a group of teenage podcasters/YouTubers 
I al… https://t.co/cqDQjrb9AV",Cyberstalking,22,"i was on the receiving end of the mild side of this subculture from a group of teenage podcastersyoutubers 
i al",0
"Either way, if it is cyberstalking, I'm going to start taking uncropped, unfiltered screenshots so that if I do mak… https://t.co/iF5cLjYa04",Cyberstalking,21,either way if it is cyberstalking im going to start taking uncropped unfiltered screenshots so that if i do mak,0
"@SusanWojcicki @WSJ Your company doesn't consider hate speech, harassment, cyberbullying, or cyberbullying importan… https://t.co/IJnUufKU3M",Cyberstalking,14,your company doesnt consider hate speech harassment cyberbullying or cyberbullying importan,0
@KJette77 @organizedcarbon @Chocolate_Lurv He's a serial stalker who even sued the state of Washington claiming tha… https://t.co/zrfnLuX8p8,Cyberstalking,17,hes a serial stalker who even sued the state of washington claiming tha,0
@KJette77 @organizedcarbon @Chocolate_Lurv He's a serial stalker who even sued the state of Washington claiming tha… https://t.co/zrfnLuX8p8,Cyberstalking,17,hes a serial stalker who even sued the state of washington claiming tha,0
"@JulianP0324 Part of the game here is that Stern would accuse Pushaw of having ""criminal stalking charges"" or refer… https://t.co/EnjAgpaZim",Cyberstalking,20,part of the game here is that stern would accuse pushaw of having criminal stalking charges or refer,0
@ilovecarson23 Just tell them to stop stalking you! Cyberstalking is a crime and if they don’t wanna go to jail they’ll stop!,Cyberstalking,22,just tell them to stop stalking you cyberstalking is a crime and if they dont wanna go to jail theyll stop,0
#StopInhumanityStopCybercrimes #cyberstalking Attitude 105: Many get annoyed over a second wrong call even if we kn… https://t.co/O81dobxMge,Cyberstalking,17,attitude 105 many get annoyed over a second wrong call even if we kn,0
@55_73_65_72 He cyberstalking me to bypass my block since I blocked him. How he found my account while I blocked hi… https://t.co/4UZ6IEy81Y,Cyberstalking,22,he cyberstalking me to bypass my block since i blocked him how he found my account while i blocked hi,0
is this technically cyberstalking,Cyberstalking,4,is this technically cyberstalking,0
@LoggieNightmare It *might* be a joke. Like a bad one. About to do some cyberstalking.,Cyberstalking,15,it might be a joke like a bad one about to do some cyberstalking,0
"Man gets 12 years in cyberstalking, child pornography case - https://t.co/J8HzAPyRXl https://t.co/fkH3heJoGb… https://t.co/YTCT9srzKE",Cyberstalking,13,man gets 12 years in cyberstalking child pornography case,0
"Just remembered how Cadwalladr called @BallouxFrancois misogynistic for making a dumb joke about a whale penis

Mea… https://t.co/ohFlyIjLSg",Cyberstalking,18,"just remembered how cadwalladr called  misogynistic for making a dumb joke about a whale penis

mea",0
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp https://t.co/NZl0KNe4G9",Cyberstalking,14,how to tell if youre being stalked online on instagram facebook and whatsapp,0
"@ChrisSeay104 @grantstern @donwinslow There was literally a hearing today where she entered her plea.

https://t.co/ha4bME2El2",Cyberstalking,15,there was literally a hearing today where she entered her plea,0
@CitizenPeper @APOSTLESULEMAN Impunity everywhere? The police boss that invited Balogun ought to be asked on what c… https://t.co/iD4eDyOFMY,Cyberstalking,18,impunity everywhere the police boss that invited balogun ought to be asked on what c,0
"If you don’t like the way your fave is written in a fanfic on ao3, you should NOT read all 11 chapter of it, admit… https://t.co/LLG6yj2OZd",Cyberstalking,26,if you dont like the way your fave is written in a fanfic on ao3 you should not read all 11 chapter of it admit,0
Woman claims internet gave her PTSD and it's as serious as war veterans https://t.co/Y9WsbyaLRn via @MailOnline 🤦🏻‍♂️,Cyberstalking,17,woman claims internet gave her ptsd and its as serious as war veterans  via,0
"NEXT https://t.co/80JRO7Xr0s
 #covertharassment #cyberstalking #dew #Gangstalking #mindcontrol… https://t.co/DK8kuskohx",Cyberstalking,8,next,0
I really am the type to watch 1 movie and be so fucking obsessed with a topic and all of a sudden I’m cyberstalking… https://t.co/es3pzNQECN,Cyberstalking,25,i really am the type to watch 1 movie and be so fucking obsessed with a topic and all of a sudden im cyberstalking,0
@jimstewartson Some weird symbiosis between Biss and Defango / Manny Chavez that a media outlet with deep pockets m… https://t.co/meVvPR9YYO,Cyberstalking,20,some weird symbiosis between biss and defango  manny chavez that a media outlet with deep pockets m,0
"@tweetytrump2020 @ChristinaPushaw @FLGOPMajority @FlaDems @GovRonDeSantis Really??

Rebekah has had 3 jobs and 3 ar… https://t.co/XWdeBWSQ3k",Cyberstalking,15,"really

rebekah has had 3 jobs and 3 ar",0
"@ChristinaPushaw How do you have time for both gaslighting and cyberstalking, traitor?",Cyberstalking,12,how do you have time for both gaslighting and cyberstalking traitor,0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/R6Su5kBcrH,Cyberstalking,13,desantis press secretary enters criminal plea deal for cyberstalking whistleblower via,0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/bLcEV2vCVg,Cyberstalking,13,desantis press secretary enters criminal plea deal for cyberstalking whistleblower via,0
Interesting  https://t.co/8zpQNflkuU,Cyberstalking,2,interesting,0
@LifeWithoutLack Um...she's been fired and charged with criminal offenses from literally every job she ever held. H… https://t.co/IUJWruhZXs,Cyberstalking,18,umshes been fired and charged with criminal offenses from literally every job she ever held h,0
Big story about the criminal charges against Florida Governor DeSantis' press secretary Christina Pushaw for cybers… https://t.co/PVGGd0xEYz,Cyberstalking,17,big story about the criminal charges against florida governor desantis press secretary christina pushaw for cybers,0
"How to tell if you're being stalked online on Instagram, Facebook and WhatsApp
https://t.co/lvuKHBvJTc",Cyberstalking,14,how to tell if youre being stalked online on instagram facebook and whatsapp,0
@juliemoon33 If you are so concerned about cyberstalking then why do you keep jumping onto free wifi? Use your own… https://t.co/rz7GywXnPu,Cyberstalking,21,if you are so concerned about cyberstalking then why do you keep jumping onto free wifi use your own,0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower @periclesukraine https://t.co/spuKuHAmT8,Cyberstalking,12,desantis press secretary enters criminal plea deal for cyberstalking whistleblower,0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower @periclesukraine https://t.co/0hmlaO2dqT,Cyberstalking,12,desantis press secretary enters criminal plea deal for cyberstalking whistleblower,0
"DeSantis' press secretary’s criminal plea deal for cyberstalking whistleblower Rebekah Jones.
I’m not surprised bul… https://t.co/M2l56X3rEO",Cyberstalking,16,"desantis press secretarys criminal plea deal for cyberstalking whistleblower rebekah jones
im not surprised bul",0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower via @OccupyDemocrats https://t.co/W2uznkmdBT,Cyberstalking,13,desantis press secretary enters criminal plea deal for cyberstalking whistleblower via,0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower https://t.co/5kcxzBXKCd,Cyberstalking,11,desantis press secretary enters criminal plea deal for cyberstalking whistleblower,0
DeSantis’ press secretary enters criminal plea deal for cyberstalking whistleblower https://t.co/encg1u7ir4 https://t.co/CGuI89vnCv,Cyberstalking,12,desantis press secretary enters criminal plea deal for cyberstalking whistleblower,0
"@Paulasmyth13 @RondaCosgrove @JRubinBlogger @NoGOPigs @YahooNews just to be very clear, I looked at her profile. Sh… https://t.co/RvxprGk8hU",Cyberstalking,17,just to be very clear i looked at her profile sh,0
@dgurdasani1 The issue here isnt Amy's credentials or anonymity.  It is Tom harassing her and cyberstalking. You're… https://t.co/o8JT42dYlm,Cyberstalking,18,the issue here isnt amys credentials or anonymity  it is tom harassing her and cyberstalking youre,0
